chr,start,end,id,gene_id,strand
16,87383952,87383953,Q9GZQ8,ENSG00000140941,+
10,70284003,70284004,Q9GZQ6,ENSG00000148734,-
5,152405278,152405279,Q9GZQ4,ENSG00000132911,-
8,144853735,144853736,Q9GZQ3,ENSG00000170619,-
17,5486177,5486178,Q9GZP9,ENSG00000072849,-
19,38304163,38304164,Q9GZP8,ENSG00000167644,+
19,57457139,57457140,Q9GZP7,ENSG00000178201,-
1,23778417,23778418,Q9GZP4,ENSG00000057757,+
20,347023,347024,Q9GZP1,ENSG00000125841,+
11,104164378,104164379,Q9GZP0,ENSG00000170962,-
20,3767780,3767781,Q9GZN8,ENSG00000101220,-
16,4802632,4802633,Q9GZN7,ENSG00000067836,-
19,49325190,49325191,Q9GZN6,ENSG00000063127,-
16,2858169,2858170,Q9GZN4,ENSG00000005001,-
20,36573487,36573488,Q9GZN2,ENSG00000118707,+
12,100200814,100200815,Q9GZN1,ENSG00000075089,+
1,100538138,100538139,Q9GZN0,ENSG00000181656,+
17,8435883,8435884,Q9GZM8,ENSG00000166579,+
1,31576484,31576485,Q9GZM7,ENSG00000142910,+
11,124320196,124320197,Q9GZM6,ENSG00000279116,-
6,43516925,43516926,Q9GZM5,ENSG00000137207,-
7,102671662,102671663,Q9GZM3,ENSG00000228049,-
2,202912225,202912226,Q9GZL7,ENSG00000138442,-
6,29428465,29428466,Q9GZK7,ENSG00000204694,-
6,29099489,29099490,Q9GZK6,ENSG00000204702,+
6,29457154,29457155,Q9GZK4,ENSG00000204688,+
6,27912395,27912396,Q9GZK3,ENSG00000168131,-
2,201451739,201451740,Q9C0K7,ENSG00000082146,+
7,150323544,150323545,Q9C0K3,ENSG00000106526,-
4,102345530,102345531,Q9C0K1,ENSG00000138821,-
14,99272196,99272197,Q9C0K0,ENSG00000127152,-
12,26125036,26125037,Q9C0J9,ENSG00000123095,-
2,127811170,127811171,Q9C0J8,ENSG00000136709,-
12,122203680,122203681,Q9C0J1,ENSG00000176383,+
10,132332153,132332154,Q9C0I9,ENSG00000148814,+
2,136765544,136765545,Q9C0I4,ENSG00000144229,+
4,90127393,90127394,Q9C0I3,ENSG00000184305,+
5,32312968,32312969,Q9C0I1,ENSG00000150712,-
17,38605951,38605952,Q9C0H9,ENSG00000277363,-
X,87517408,87517409,Q9C0H6,ENSG00000102271,+
8,144685845,144685846,Q9C0H5,ENSG00000147799,-
7,2631985,2631986,Q9C0H2,ENSG00000136295,+
2,84516497,84516498,Q9C0G6,ENSG00000115423,+
18,74597869,74597870,Q9C0G0,ENSG00000215421,+
1,23368385,23368386,Q9C0F3,ENSG00000125945,-
4,174283903,174283904,Q9C0F1,ENSG00000164118,+
18,33578218,33578219,Q9C0F0,ENSG00000141431,+
2,176002293,176002294,Q9C0E8,ENSG00000144320,-
3,14540341,14540342,Q9C0E4,ENSG00000144596,-
13,20902745,20902746,Q9C0E2,ENSG00000132953,-
2,26346142,26346143,Q9C0D9,ENSG00000138018,+
11,110093391,110093392,Q9C0D7,ENSG00000149289,+
4,152936322,152936323,Q9C0D6,ENSG00000137460,+
2,158968639,158968640,Q9C0D5,ENSG00000115183,+
4,10457425,10457426,Q9C0D4,ENSG00000178163,-
1,52726452,52726453,Q9C0D3,ENSG00000162378,+
11,93661681,93661682,Q9C0D2,ENSG00000166004,+
6,12716553,12716554,Q9C0D0,ENSG00000112137,+
17,76453151,76453152,Q9C0C9,ENSG00000175931,-
11,46594044,46594045,Q9C0C7,ENSG00000110497,-
14,77098257,77098258,Q9C0C6,ENSG00000198894,+
2,96870079,96870080,Q9C0C4,ENSG00000168758,-
11,57324951,57324952,Q9C0C2,ENSG00000149115,-
18,62523024,62523025,Q9C0B9,ENSG00000141664,+
16,68843530,68843531,Q9C0B7,ENSG00000103047,+
1,177170957,177170958,Q9C0B6,ENSG00000198797,+
11,57667746,57667747,Q9C0B5,ENSG00000156599,+
1,2003836,2003837,Q9C0B2,ENSG00000142609,-
16,53704155,53704156,Q9C0B1,ENSG00000140718,+
17,75784805,75784806,Q9C0B0,ENSG00000132478,+
3,9397614,9397615,Q9C0A6,ENSG00000168137,+
14,23551764,23551765,Q9C0A1,ENSG00000136367,-
16,76277400,76277401,Q9C0A0,ENSG00000152910,+
8,85107237,85107238,Q9C099,ENSG00000133739,+
3,36739860,36739861,Q9C098,ENSG00000163673,-
5,35617843,35617844,Q9C093,ENSG00000152582,+
18,21242231,21242232,Q9C091,ENSG00000141449,+
2,74455086,74455087,Q9C086,ENSG00000115274,+
17,40937449,40937450,Q9C075,ENSG00000108244,-
17,49788591,49788592,Q9C073,ENSG00000121104,-
10,132786146,132786147,Q9C056,ENSG00000148826,-
4,153152162,153152163,Q9C040,ENSG00000109654,+
7,99919530,99919531,Q9C037,ENSG00000146833,-
11,5872357,5872358,Q9C035,ENSG00000132256,-
11,5596108,5596109,Q9C030,ENSG00000121236,+
5,181205292,181205293,Q9C029,ENSG00000146054,-
14,51096060,51096061,Q9C026,ENSG00000100505,-
6,30163545,30163546,Q9C019,ENSG00000204610,+
6,122471916,122471917,Q9C010,ENSG00000135549,+
6,1312097,1312098,Q9C009,ENSG00000164379,+
2,32039804,32039805,Q9C005,ENSG00000162961,-
5,142325020,142325021,Q9C004,ENSG00000187678,-
15,45430606,45430607,Q9C002,ENSG00000166920,+
17,5619423,5619424,Q9C000,ENSG00000091592,-
11,43311977,43311978,Q9BZZ5,ENSG00000166181,+
20,3712599,3712600,Q9BZZ2,ENSG00000088827,-
6,30113089,30113090,Q9BZY9,ENSG00000204616,-
3,125969159,125969160,Q9BZX4,ENSG00000114547,+
1,165827613,165827614,Q9BZX2,ENSG00000143179,+
1,160862886,160862887,Q9BZW8,ENSG00000122223,-
2,99154941,99154942,Q9BZW7,ENSG00000135951,-
15,83107644,83107645,Q9BZW5,ENSG00000136404,+
19,19273300,19273301,Q9BZW4,ENSG00000213996,-
7,123199968,123199969,Q9BZW2,ENSG00000081800,-
3,101320574,101320575,Q9BZV3,ENSG00000081148,-
2,227718027,227718028,Q9BZV2,ENSG00000135917,-
19,4457793,4457794,Q9BZV1,ENSG00000167671,-
X,49264799,49264800,Q9BZS1,ENSG00000049768,-
10,102644478,102644479,Q9BZR9,ENSG00000171206,+
12,12049843,12049844,Q9BZR8,ENSG00000121380,+
22,20268317,20268318,Q9BZR6,ENSG00000040608,-
1,184974507,184974508,Q9BZQ8,ENSG00000135842,-
1,184754857,184754858,Q9BZQ6,ENSG00000116406,-
1,183418379,183418380,Q9BZQ4,ENSG00000157064,-
1,182953165,182953166,Q9BZQ2,ENSG00000157060,-
1,111290850,111290851,Q9BZP6,ENSG00000134216,+
6,149963942,149963943,Q9BZM6,ENSG00000111981,+
6,149942013,149942014,Q9BZM5,ENSG00000131015,+
6,150069120,150069121,Q9BZM4,ENSG00000131019,-
4,54100162,54100163,Q9BZM3,ENSG00000180613,+
1,20139322,20139323,Q9BZM2,ENSG00000158786,+
4,109730069,109730070,Q9BZM1,ENSG00000123739,-
19,46717126,46717127,Q9BZL6,ENSG00000105287,-
19,55117636,55117637,Q9BZL4,ENSG00000125503,-
5,150778756,150778757,Q9BZL3,ENSG00000256235,+
19,9827891,9827892,Q9BZL1,ENSG00000198258,+
3,177197481,177197482,Q9BZK7,ENSG00000177565,-
1,109539871,109539872,Q9BZJ8,ENSG00000156097,+
3,51955380,51955381,Q9BZJ7,ENSG00000180929,+
6,96837476,96837477,Q9BZJ6,ENSG00000112218,-
17,44324869,44324870,Q9BZJ4,ENSG00000013306,-
16,1256068,1256069,Q9BZJ3,ENSG00000095917,+
20,20056045,20056046,Q9BZJ0,ENSG00000101343,-
X,119852997,119852998,Q9BZI7,ENSG00000125351,-
5,2751676,2751677,Q9BZI1,ENSG00000170561,-
10,120851361,120851362,Q9BZH6,ENSG00000120008,+
17,2030136,2030137,Q9BZG8,ENSG00000108963,+
19,50790414,50790415,Q9BZG2,ENSG00000142513,+
17,28718414,28718415,Q9BZG1,ENSG00000109113,-
15,70763557,70763558,Q9BZF9,ENSG00000137831,-
2,178194480,178194481,Q9BZF3,ENSG00000079156,+
17,47821793,47821794,Q9BZF2,ENSG00000006025,-
12,76559808,76559809,Q9BZF1,ENSG00000091039,-
17,81977549,81977550,Q9BZE9,ENSG00000169696,+
22,37953668,37953669,Q9BZE7,ENSG00000128346,-
10,988433,988434,Q9BZE4,ENSG00000107937,+
9,132582605,132582606,Q9BZE3,ENSG00000125492,+
11,125903205,125903206,Q9BZE2,ENSG00000110060,-
1,54200166,54200167,Q9BZE1,ENSG00000116221,+
16,4314760,4314761,Q9BZE0,ENSG00000126603,+
X,151695257,151695258,Q9BZD7,ENSG00000130032,+
11,32829926,32829927,Q9BZD6,ENSG00000135378,+
1,163321934,163321935,Q9BZD4,ENSG00000143228,+
10,71319258,71319259,Q9BZD2,ENSG00000198246,+
9,137028877,137028878,Q9BZC7,ENSG00000107331,-
18,37565826,37565827,Q9BZC1,ENSG00000101489,-
15,82571758,82571759,Q9BZB8,ENSG00000214575,-
Y,5000225,5000226,Q9BZA8,ENSG00000099715,+
X,91779374,91779375,Q9BZA7,ENSG00000102290,+
8,38382271,38382272,Q9BZ95,ENSG00000147548,-
X,26216168,26216169,Q9BZ81,ENSG00000188408,+
9,39288166,39288167,Q9BZ76,ENSG00000106714,-
12,123151089,123151090,Q9BZ72,ENSG00000090975,-
17,6556554,6556555,Q9BZ71,ENSG00000091622,-
11,65386636,65386637,Q9BZ67,ENSG00000126391,+
13,99086405,99086406,Q9BZ29,ENSG00000088387,-
20,3888838,3888839,Q9BZ23,ENSG00000125779,+
20,58228652,58228653,Q9BZ19,ENSG00000124227,-
20,3682130,3682131,Q9BZ11,ENSG00000149451,-
1,119811579,119811580,Q9BYZ8,ENSG00000134193,-
8,22987416,22987417,Q9BYZ6,ENSG00000008853,+
15,59206842,59206843,Q9BYZ2,ENSG00000171989,+
2,162318683,162318684,Q9BYX4,ENSG00000115267,-
9,98255648,98255649,Q9BYX2,ENSG00000095383,-
20,142589,142590,Q9BYW3,ENSG00000125788,+
3,47164112,47164113,Q9BYW2,ENSG00000181555,-
22,23856702,23856703,Q9BYW1,ENSG00000133460,+
6,90296842,90296843,Q9BYV9,ENSG00000112182,-
7,130441236,130441237,Q9BYV8,ENSG00000106477,-
11,112175511,112175512,Q9BYV7,ENSG00000197580,+
8,66126895,66126896,Q9BYV6,ENSG00000147573,+
2,27282428,27282429,Q9BYV2,ENSG00000138100,+
5,35048134,35048135,Q9BYV1,ENSG00000113492,-
17,41047315,41047316,Q9BYU5,ENSG00000212725,-
19,19618686,19618687,Q9BYU1,ENSG00000105717,-
11,26332129,26332130,Q9BYT9,ENSG00000134343,+
5,65722204,65722205,Q9BYT8,ENSG00000123213,+
17,41055229,41055230,Q9BYT5,ENSG00000214518,-
11,8594227,8594228,Q9BYT3,ENSG00000130413,-
20,62952706,62952707,Q9BYT1,ENSG00000101194,+
3,46606947,46606948,Q9BYS8,ENSG00000163827,-
17,41027207,41027208,Q9BYS1,ENSG00000221852,-
17,41065878,41065879,Q9BYR9,ENSG00000213417,-
17,41009127,41009128,Q9BYR8,ENSG00000212901,-
17,40999905,40999906,Q9BYR7,ENSG00000212900,-
17,40994163,40994164,Q9BYR6,ENSG00000212899,-
17,41178220,41178221,Q9BYR5,ENSG00000244537,-
17,41168220,41168221,Q9BYR4,ENSG00000196156,-
17,41160747,41160748,Q9BYR3,ENSG00000171396,-
17,41149824,41149825,Q9BYR2,ENSG00000198271,-
17,41084149,41084150,Q9BYR0,ENSG00000240871,+
17,41098141,41098142,Q9BYQ9,ENSG00000204880,-
17,41105388,41105389,Q9BYQ8,ENSG00000212722,+
17,41184910,41184911,Q9BYQ7,ENSG00000198443,-
17,41118372,41118373,Q9BYQ6,ENSG00000212721,-
17,41140543,41140544,Q9BYQ5,ENSG00000198090,-
17,41226647,41226648,Q9BYQ4,ENSG00000239886,+
17,41232448,41232449,Q9BYQ3,ENSG00000204873,+
17,41249686,41249687,Q9BYQ2,ENSG00000241595,+
17,41237998,41237999,Q9BYQ0,ENSG00000187272,+
17,41255383,41255384,Q9BYP9,ENSG00000198083,+
17,41315709,41315710,Q9BYP8,ENSG00000186860,-
X,54358004,54358005,Q9BYP7,ENSG00000196632,-
20,3046051,3046052,Q9BYN8,ENSG00000125901,+
20,33731656,33731657,Q9BYN7,ENSG00000131061,+
20,653199,653200,Q9BYN0,ENSG00000271303,-
20,408170,408171,Q9BYM8,ENSG00000125826,+
20,63979641,63979642,Q9BYL1,ENSG00000130590,-
20,63574238,63574239,Q9BYK8,ENSG00000130589,-
20,63216130,63216131,Q9BYJ9,ENSG00000149658,-
11,5619763,5619764,Q9BYJ4,ENSG00000258659,+
17,8119046,8119047,Q9BYJ1,ENSG00000179148,-
4,15963174,15963175,Q9BYJ0,ENSG00000137441,-
7,23014129,23014130,Q9BYI3,ENSG00000122591,-
3,101827992,101827993,Q9BYH8,ENSG00000144802,+
22,26169461,26169462,Q9BYH1,ENSG00000100095,+
8,129786623,129786624,Q9BYG8,ENSG00000147697,-
18,50825401,50825402,Q9BYG7,ENSG00000134042,-
20,50731579,50731580,Q9BYG5,ENSG00000124171,+
18,80247513,80247514,Q9BYG4,ENSG00000178184,-
2,121736874,121736875,Q9BYG3,ENSG00000155438,-
3,183253252,183253253,Q9BYG0,ENSG00000176597,+
X,15607235,15607236,Q9BYF1,ENSG00000130234,-
5,176542510,176542511,Q9BYE9,ENSG00000074276,+
10,103351139,103351140,Q9BYE7,ENSG00000156374,-
1,153150889,153150890,Q9BYE4,ENSG00000159516,-
1,152580515,152580516,Q9BYE3,ENSG00000163202,-
11,117929458,117929459,Q9BYE2,ENSG00000137747,-
17,8124105,8124106,Q9BYE0,ENSG00000179111,-
3,169769560,169769561,Q9BYD9,ENSG00000184378,-
4,77862829,77862830,Q9BYD6,ENSG00000169288,+
19,42390296,42390297,Q9BYD5,ENSG00000105427,-
19,10251963,10251964,Q9BYD3,ENSG00000105364,+
1,151763495,151763496,Q9BYD2,ENSG00000143436,-
8,120445149,120445150,Q9BYD1,ENSG00000172172,-
1,1407292,1407293,Q9BYC9,ENSG00000242485,-
7,42932375,42932376,Q9BYC8,ENSG00000106591,+
14,65410591,65410592,Q9BYC5,ENSG00000033170,+
1,39771347,39771348,Q9BYC2,ENSG00000198754,-
22,19854938,19854939,Q9BYB4,ENSG00000185838,-
22,24952715,24952716,Q9BY89,ENSG00000197077,+
12,12562382,12562383,Q9BY84,ENSG00000111266,-
11,119346704,119346705,Q9BY79,ENSG00000235718,-
11,119334526,119334527,Q9BY78,ENSG00000173456,+
22,42614930,42614931,Q9BY77,ENSG00000100227,-
19,8364154,8364155,Q9BY76,ENSG00000167772,+
21,44455509,44455510,Q9BY71,ENSG00000160233,+
11,115504522,115504523,Q9BY67,ENSG00000182985,-
Y,19744938,19744939,Q9BY66,ENSG00000012817,-
4,69280474,69280475,Q9BY64,ENSG00000135226,+
18,59139883,59139884,Q9BY50,ENSG00000166562,+
2,216081808,216081809,Q9BY49,ENSG00000115425,-
3,150546684,150546685,Q9BY44,ENSG00000144895,+
14,24213487,24213488,Q9BY43,ENSG00000254505,-
20,56468626,56468627,Q9BY42,ENSG00000022277,+
X,72573100,72573101,Q9BY41,ENSG00000147099,-
20,3209497,3209498,Q9BY32,ENSG00000125877,+
3,75785548,75785549,Q9BY31,ENSG00000227124,-
22,20320059,20320060,Q9BY27,ENSG00000128185,-
3,151316819,151316820,Q9BY21,ENSG00000138271,-
11,60699611,60699612,Q9BY19,ENSG00000166959,+
19,14674917,14674918,Q9BY15,ENSG00000131355,-
19,43401495,43401496,Q9BY14,ENSG00000131126,+
15,76905339,76905340,Q9BY12,ENSG00000140386,-
6,34466060,34466061,Q9BY11,ENSG00000124507,+
9,112890875,112890876,Q9BY10,ENSG00000119457,-
13,49691485,49691486,Q9BY08,ENSG00000123179,-
2,74343415,74343416,Q9BY07,ENSG00000188687,-
X,103311006,103311007,Q9BXY8,ENSG00000133134,-
12,75330055,75330056,Q9BXY5,ENSG00000180881,-
6,127118670,127118671,Q9BXY4,ENSG00000146374,+
8,33485181,33485182,Q9BXY0,ENSG00000198042,+
10,37125597,37125598,Q9BXX3,ENSG00000148513,+
18,14748239,14748240,Q9BXX2,ENSG00000180777,+
18,2847005,2847006,Q9BXX0,ENSG00000132205,+
3,10026413,10026414,Q9BXW9,ENSG00000144554,+
22,17165286,17165287,Q9BXW7,ENSG00000069998,-
18,24397823,24397824,Q9BXW6,ENSG00000141447,-
1,241999097,241999098,Q9BXW4,ENSG00000197769,-
14,93207064,93207065,Q9BXV9,ENSG00000170270,-
7,72447150,72447151,Q9BXU9,ENSG00000183166,-
X,31072040,31072041,Q9BXU8,ENSG00000132446,-
X,133097108,133097109,Q9BXU7,ENSG00000134588,-
X,105220693,105220694,Q9BXU3,ENSG00000268629,-
X,107982369,107982370,Q9BXU2,ENSG00000170925,-
7,23710218,23710219,Q9BXU1,ENSG00000196335,+
11,112167371,112167372,Q9BXU0,ENSG00000150783,+
13,24764168,24764169,Q9BXT8,ENSG00000132972,+
22,50090005,50090006,Q9BXT6,ENSG00000073146,+
8,30849016,30849017,Q9BXT5,ENSG00000133863,-
10,114179269,114179270,Q9BXT4,ENSG00000095627,+
19,53991636,53991637,Q9BXT2,ENSG00000130433,+
3,48635482,48635483,Q9BXS9,ENSG00000225697,-
15,41320793,41320794,Q9BXS6,ENSG00000137804,+
19,16197910,16197911,Q9BXS5,ENSG00000072958,+
1,54053203,54053204,Q9BXS4,ENSG00000116209,-
10,1025858,1025859,Q9BXS1,ENSG00000148377,-
4,109302657,109302658,Q9BXS0,ENSG00000188517,-
1,196977555,196977556,Q9BXR6,ENSG00000134389,+
4,38782989,38782990,Q9BXR5,ENSG00000174123,-
19,10701438,10701439,Q9BXR0,ENSG00000213339,+
22,17121366,17121367,Q9BXQ6,ENSG00000183307,-
1,176463170,176463171,Q9BXP8,ENSG00000116183,+
7,100875102,100875103,Q9BXP5,ENSG00000087087,+
7,100852712,100852713,Q9BXP2,ENSG00000146828,+
X,141698738,141698739,Q9BXN6,ENSG00000196406,-
12,10130257,10130258,Q9BXN2,ENSG00000172243,-
9,92482505,92482506,Q9BXN1,ENSG00000106819,-
9,105448033,105448034,Q9BXM9,ENSG00000106701,+
1,20633457,20633458,Q9BXM7,ENSG00000158828,+
19,40413377,40413378,Q9BXM0,ENSG00000105227,-
14,105021082,105021083,Q9BXL8,ENSG00000170779,-
7,3043866,3043867,Q9BXL7,ENSG00000198286,-
17,80170011,80170012,Q9BXL6,ENSG00000141527,+
9,97944855,97944856,Q9BXL5,ENSG00000136929,-
22,17628915,17628916,Q9BXK5,ENSG00000099968,+
19,1863578,1863579,Q9BXK1,ENSG00000129911,-
4,139301504,139301505,Q9BXJ9,ENSG00000164134,+
7,75994594,75994595,Q9BXJ8,ENSG00000189077,-
14,102922662,102922663,Q9BXJ7,ENSG00000166126,+
5,160370625,160370626,Q9BXJ5,ENSG00000145861,-
5,34043212,34043213,Q9BXJ4,ENSG00000082196,-
11,47594410,47594411,Q9BXJ3,ENSG00000172247,-
4,15339935,15339936,Q9BXJ2,ENSG00000163145,+
17,79022933,79022934,Q9BXJ1,ENSG00000173918,+
11,119340882,119340883,Q9BXJ0,ENSG00000223953,-
22,37188285,37188286,Q9BXI9,ENSG00000133466,-
22,30326940,30326941,Q9BXI6,ENSG00000099992,-
1,39672106,39672107,Q9BXI3,ENSG00000116981,-
5,141304048,141304049,Q9BXI2,ENSG00000120329,-
19,47232765,47232766,Q9BXH1,ENSG00000105327,-
5,80320001,80320002,Q9BXG8,ENSG00000164299,+
17,15341596,15341597,Q9BXF9,ENSG00000125409,-
2,73113017,73113018,Q9BXF6,ENSG00000135631,-
22,17369459,17369460,Q9BXF3,ENSG00000099954,+
1,182789448,182789449,Q9BXD5,ENSG00000135838,+
16,56520048,56520049,Q9BXC9,ENSG00000125124,-
X,79144687,79144688,Q9BXC1,ENSG00000147138,+
12,122730843,122730844,Q9BXC0,ENSG00000196917,-
3,173141234,173141235,Q9BXB7,ENSG00000144962,-
3,31981299,31981300,Q9BXB5,ENSG00000144645,-
3,125595496,125595497,Q9BXB4,ENSG00000144909,-
11,27472789,27472790,Q9BXB1,ENSG00000205213,-
18,78979817,78979818,Q9BXA9,ENSG00000256463,+
5,113434988,113434989,Q9BXA7,ENSG00000212122,-
19,19515547,19515548,Q9BXA6,ENSG00000178093,-
3,151873642,151873643,Q9BXA5,ENSG00000198829,+
19,17377341,17377342,Q9BX97,ENSG00000130300,-
14,63728064,63728065,Q9BX95,ENSG00000126821,-
10,72954805,72954806,Q9BX93,ENSG00000138308,-
9,74887920,74887921,Q9BX84,ENSG00000119121,-
19,56507849,56507850,Q9BX82,ENSG00000196263,+
15,74202786,74202787,Q9BX79,ENSG00000137868,-
1,61725140,61725141,Q9BX74,ENSG00000162604,-
8,38996508,38996509,Q9BX73,ENSG00000169490,-
19,2015713,2015714,Q9BX70,ENSG00000133243,-
5,40841366,40841367,Q9BX69,ENSG00000132357,+
9,35815041,35815042,Q9BX68,ENSG00000137133,-
11,134069070,134069071,Q9BX67,ENSG00000166086,+
10,95561413,95561414,Q9BX66,ENSG00000095637,-
17,61863527,61863528,Q9BX63,ENSG00000136492,-
12,6452041,6452042,Q9BX59,ENSG00000139192,+
20,23988778,23988779,Q9BX51,ENSG00000149435,-
6,17281360,17281361,Q9BX46,ENSG00000112183,+
20,62122474,62122475,Q9BX40,ENSG00000149657,+
20,59933636,59933637,Q9BX26,ENSG00000196074,-
6,43629263,43629264,Q9BX10,ENSG00000172432,-
20,62475994,62475995,Q9BWX5,ENSG00000130700,-
3,52410659,52410660,Q9BWX1,ENSG00000010318,+
22,35717871,35717872,Q9BWW9,ENSG00000128313,+
22,35648445,35648446,Q9BWW8,ENSG00000221963,+
8,144336481,144336482,Q9BWW7,ENSG00000261678,-
1,54406393,54406394,Q9BWW4,ENSG00000157216,-
6,167325085,167325086,Q9BWV7,ENSG00000120440,+
13,49247924,49247925,Q9BWV3,ENSG00000102543,+
5,95683009,95683010,Q9BWV2,ENSG00000145757,-
3,113211481,113211482,Q9BWV1,ENSG00000144857,+
6,110815636,110815637,Q9BWU1,ENSG00000155111,-
2,27663888,27663889,Q9BWU0,ENSG00000163798,+
22,37519541,37519542,Q9BWT7,ENSG00000100065,-
4,153344687,153344688,Q9BWT6,ENSG00000121211,+
2,60756267,60756268,Q9BWT3,ENSG00000115421,+
2,173354819,173354820,Q9BWT1,ENSG00000144354,+
11,915057,915058,Q9BWS9,ENSG00000177830,-
12,49903899,49903900,Q9BWQ8,ENSG00000135472,-
19,10928680,10928681,Q9BWQ6,ENSG00000130733,-
2,3594831,3594832,Q9BWP8,ENSG00000118004,+
16,30650959,30650960,Q9BWN1,ENSG00000156858,+
10,101031233,101031234,Q9BWM7,ENSG00000107819,+
19,57578910,57578911,Q9BWM5,ENSG00000083817,-
1,154220623,154220624,Q9BWL3,ENSG00000143612,-
7,135170706,135170707,Q9BWK5,ENSG00000122783,-
6,144095572,144095573,Q9BWJ5,ENSG00000169976,-
15,41544256,41544257,Q9BWH6,ENSG00000103932,-
X,155026843,155026844,Q9BWH2,ENSG00000165775,+
1,151156663,151156664,Q9BWG6,ENSG00000163156,+
19,18419335,18419336,Q9BWG4,ENSG00000130511,+
11,66638666,66638667,Q9BWF3,ENSG00000173933,+
3,49856563,49856564,Q9BWF2,ENSG00000183763,-
7,150368789,150368790,Q9BWE0,ENSG00000214022,+
X,135052134,135052135,Q9BWD3,ENSG00000203950,-
6,159762044,159762045,Q9BWD1,ENSG00000120437,+
19,55648034,55648035,Q9BWC9,ENSG00000173581,+
1,150487413,150487414,Q9BW92,ENSG00000143374,+
4,87422572,87422573,Q9BW91,ENSG00000170502,+
19,4247079,4247080,Q9BW85,ENSG00000105248,+
22,36776152,36776153,Q9BW83,ENSG00000100360,-
5,176388750,176388751,Q9BW72,ENSG00000146066,+
16,29995642,29995643,Q9BW71,ENSG00000149929,-
14,102362915,102362916,Q9BW66,ENSG00000100865,-
13,30307550,30307551,Q9BW62,ENSG00000102781,-
19,17309517,17309518,Q9BW61,ENSG00000130311,+
1,43368073,43368074,Q9BW60,ENSG00000066322,-
16,67393517,67393518,Q9BW30,ENSG00000159713,-
17,75205678,75205679,Q9BW27,ENSG00000125450,+
6,33391822,33391823,Q9BW19,ENSG00000237649,+
5,177312756,177312757,Q9BW11,ENSG00000213347,-
1,207032755,207032756,Q9BW04,ENSG00000182795,-
12,47963583,47963584,Q9BVX2,ENSG00000134291,+
13,44161256,44161257,Q9BVW6,ENSG00000139656,-
15,66356684,66356685,Q9BVW5,ENSG00000075131,-
19,1275529,1275530,Q9BVV8,ENSG00000228300,+
18,74148522,74148523,Q9BVV7,ENSG00000075336,+
14,58427384,58427385,Q9BVV6,ENSG00000100578,+
20,63553019,63553020,Q9BVV2,ENSG00000125531,+
7,151083492,151083493,Q9BVT8,ENSG00000164897,-
2,28870308,28870309,Q9BVS5,ENSG00000171103,-
5,97183246,97183247,Q9BVS4,ENSG00000058729,-
15,45402335,45402336,Q9BVQ7,ENSG00000171763,+
3,52686015,52686016,Q9BVP2,ENSG00000163938,+
1,155320893,155320894,Q9BVN2,ENSG00000160753,+
13,100588788,100588789,Q9BVM4,ENSG00000134864,-
10,101588320,101588321,Q9BVM2,ENSG00000166171,+
22,50201010,50201011,Q9BVL4,ENSG00000073169,+
13,25301523,25301524,Q9BVL2,ENSG00000139496,+
19,35545625,35545626,Q9BVK8,ENSG00000105677,+
5,177592202,177592203,Q9BVK6,ENSG00000184840,+
11,78139625,78139626,Q9BVK2,ENSG00000159063,-
1,159780931,159780932,Q9BVJ7,ENSG00000158716,+
X,129906120,129906121,Q9BVJ6,ENSG00000156697,+
12,132144456,132144457,Q9BVI4,ENSG00000184967,+
20,35772014,35772015,Q9BVI0,ENSG00000025293,+
1,76867479,76867480,Q9BVH7,ENSG00000117069,+
11,450278,450279,Q9BVG9,ENSG00000174915,+
16,57803022,57803023,Q9BVG8,ENSG00000140859,-
X,76173061,76173062,Q9BVG4,ENSG00000102390,+
1,33182042,33182043,Q9BVG3,ENSG00000116525,-
11,60914157,60914158,Q9BVC6,ENSG00000110108,+
2,105337539,105337540,Q9BVC5,ENSG00000135974,+
16,2205176,2205177,Q9BVC4,ENSG00000167965,+
8,119855893,119855894,Q9BVC3,ENSG00000136982,-
12,108515276,108515277,Q9BVA6,ENSG00000198855,+
6,3227652,3227653,Q9BVA1,ENSG00000137285,-
16,57735769,57735770,Q9BVA0,ENSG00000140854,+
7,150323262,150323263,Q9BV99,ENSG00000127399,+
16,30535346,30535347,Q9BV97,ENSG00000169955,-
20,35147335,35147336,Q9BV94,ENSG00000088298,-
2,219178105,219178106,Q9BV87,ENSG00000115649,-
9,129608883,129608884,Q9BV86,ENSG00000148335,+
17,3668811,3668812,Q9BV81,ENSG00000127774,+
1,29230933,29230934,Q9BV79,ENSG00000116353,-
20,35455597,35455598,Q9BV73,ENSG00000126001,+
19,663213,663214,Q9BV68,ENSG00000070423,-
2,3519530,3519531,Q9BV57,ENSG00000182551,-
8,33600022,33600023,Q9BV47,ENSG00000133878,-
3,9363051,9363052,Q9BV44,ENSG00000134077,+
2,85577585,85577586,Q9BV40,ENSG00000118640,+
19,984344,984345,Q9BV38,ENSG00000065268,+
2,237486409,237486410,Q9BV36,ENSG00000115648,+
19,6459791,6459792,Q9BV35,ENSG00000125648,-
15,40565051,40565052,Q9BV29,ENSG00000128891,-
3,58237531,58237532,Q9BV23,ENSG00000163686,+
19,13764521,13764522,Q9BV20,ENSG00000037757,+
1,42767248,42767249,Q9BV19,ENSG00000164008,+
22,49918437,49918438,Q9BV10,ENSG00000182858,-
