PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	[1] hela_DIA9_S1-A9_1_9613.d.PG.Quantity	[2] hela_DIA10_S1-A10_1_9640.d.PG.Quantity	[3] hela_DIA11_S1-A11_1_9667.d.PG.Quantity	[4] hela_DIA12_S1-A1_1_9711.d.PG.Quantity	[5] hela_DIA13_S1-A2_1_9731.d.PG.Quantity	[6] hela_DIA1_S1-A5_1_9193.d.PG.Quantity	[7] hela_DIA2_S1-A6_1_9227.d.PG.Quantity	[8] hela_DIA3_S1-A1_1_9268.d.PG.Quantity	[9] hela_DIA4_S1-A2_1_9308.d.PG.Quantity	[10] hela_DIA5_S1-A3_1_9353.d.PG.Quantity	[11] hela_DIA6_S1-A6_1_9491.d.PG.Quantity	[12] hela_DIA7_S1-A7_1_9531.d.PG.Quantity	[13] hela_DIA8_S1-A8_1_9571.d.PG.Quantity
O60506	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	HNRPQ_HUMAN	0	3476.032715	3366.070801	3251.174072	3408.052734	3459.243896	3471.25293	3461.074707	3185.980713	3329.593506	3069.634766	3057.638916	3287.974854	3279.902588
O60507	TPST1	Protein-tyrosine sulfotransferase 1	TPST1_HUMAN	0.002190581	39.50790787	24.64244843	13.45943928	23.67504692	27.21690941	18.03510857	24.20434761	NaN	21.72102737	23.59171867	46.76238251	20.614851	22.90562248
O60508	CDC40	Pre-mRNA-processing factor 17	PRP17_HUMAN	0	201.6325226	158.3445587	200.3894806	227.8009338	225.1296844	229.4419098	203.2397156	137.2953491	178.0053253	161.8258209	180.2189636	188.6806488	166.0781403
O60518	RANBP6	Ran-binding protein 6	RNBP6_HUMAN	0	663.1818237	653.6210938	714.3661499	538.2243652	492.5479736	481.1815491	442.9414063	562.781189	580.1251221	594.0180664	598.9100342	653.0216675	608.7597046
O60524	NEMF	Ribosome quality control complex subunit NEMF	NEMF_HUMAN	0	494.0541077	506.4013977	436.9412231	434.7679138	358.7235107	433.832428	373.4997559	471.7648315	472.9963989	427.7699585	422.8571777	470.5234985	456.3265991
O60547	GMDS	"GDP-mannose 4,6 dehydratase"	GMDS_HUMAN	0	604.3878174	570.1931763	559.6837158	473.4611206	323.4654236	489.9195557	458.105072	570.6911011	580.1278076	531.1345825	527.5114746	609.4758301	567.4209595
O60551	NMT2	Glycylpeptide N-tetradecanoyltransferase 2	NMT2_HUMAN	0	86.65070343	30.07129478	75.87553406	56.53142548	70.17440033	NaN	32.85283661	55.18289948	36.31908798	44.94061661	78.58933258	65.23397064	50.49251938
O60563	CCNT1	Cyclin-T1	CCNT1_HUMAN	0	167.4710236	159.9368591	151.094162	141.591217	181.7965088	171.4583893	156.3172302	157.530365	179.7051239	135.4727631	160.8362122	126.612709	156.2594299
O60566	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	BUB1B_HUMAN	0	455.8887634	447.9167786	439.6329956	373.7739563	359.6584473	362.2418518	414.713501	404.0213013	419.9972534	392.8460388	396.0567322	397.8750916	371.6351624
O60568	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	PLOD3_HUMAN	0	1945.967285	1800.484741	1711.409668	1801.347168	1741.865723	1742.245605	1631.55896	1808.46582	1753.69165	1713.258423	1820.920776	1839.648193	1837.014771
O60573	EIF4E2	Eukaryotic translation initiation factor 4E type 2	IF4E2_HUMAN	0	373.1546936	426.7541809	444.3465576	358.901886	501.419281	359.0340271	367.1622314	357.7315979	397.5458069	389.4618225	323.2161865	300.4508667	341.2259216
O60610	DIAPH1	Protein diaphanous homolog 1	DIAP1_HUMAN	0	1360.651855	1337.605225	1378.966797	1349.90918	1179.762817	1360.459961	1344.988525	1572.235229	1580.876587	1333.630737	1449.927734	1352.759766	1375.586792
O60613	SELENOF	Selenoprotein F	SEP15_HUMAN	0	243.8730164	213.0618896	194.9660034	170.3937225	193.5362854	171.7899933	156.7839203	143.0633545	159.6818542	187.2656555	178.9773712	170.9239044	215.3394165
O60637	TSPAN3	Tetraspanin-3	TSN3_HUMAN	0	210.2735138	233.2448578	229.4869995	131.7743073	93.43657684	129.305481	150.7931213	213.3812866	237.5807037	246.2127838	256.5027771	241.1203308	210.632309
O60645	EXOC3	Exocyst complex component 3	EXOC3_HUMAN	0	549.7790527	532.0324707	496.6266479	525.4856567	496.3586121	490.034668	510.9183655	513.6443481	507.1817932	498.3097839	501.2112427	436.4450378	498.5068665
O60658	PDE8A	"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"	PDE8A_HUMAN	0	38.72569656	21.908144	46.72407532	33.61251068	38.70378113	50.35081863	27.77676392	34.99894714	21.07008743	29.02033234	38.83534622	38.38095856	28.4325695
O60664	PLIN3	Perilipin-3	PLIN3_HUMAN	0	1222.908813	1308.345825	1186.783447	1390.950684	1297.665894	1430.17688	1539.568237	1442.102905	1517.726074	1286.129639	1308.588745	1272.468384	1347.800293
O60669	SLC16A7	Monocarboxylate transporter 2	MOT2_HUMAN	0	79.92266083	76.86698914	92.10549164	57.86725616	61.79131317	61.31697464	35.25707626	58.68240356	66.4730072	76.18688202	72.89381409	71.36610413	44.2083931
O60671	RAD1	Cell cycle checkpoint protein RAD1	RAD1_HUMAN	0	437.4859924	445.8668518	396.8925476	314.1759644	221.3799438	319.4523621	298.8150635	491.4630432	463.2579956	437.1946106	373.1929321	397.6937256	361.4584656
O60675	MAFK	Transcription factor MafK	MAFK_HUMAN	0	245.9950104	235.2619934	243.1442108	231.7670746	151.1053925	193.1804352	157.502594	172.0699768	173.1369629	180.0755615	148.530426	191.7481537	198.700058
O60678	PRMT3	Protein arginine N-methyltransferase 3	ANM3_HUMAN	0	453.6929932	478.6321106	443.7462463	410.4967651	457.9407654	399.801239	381.0745239	411.9700928	403.0995483	440.805603	453.2888184	456.1225891	432.5448303
O60683	PEX10	Peroxisome biogenesis factor 10	PEX10_HUMAN	0	38.08448029	9.160323143	11.50642395	34.39319992	41.97315598	58.43472672	20.407547	24.73875237	20.8873806	18.61826324	21.79553795	NaN	27.04030991
O60684	KPNA6	Importin subunit alpha-7	IMA7_HUMAN	0	1847.613525	2008.518433	1998.221436	1124.886719	1064.011108	1393.826782	1398.588501	1901.906006	2196.861084	1908.376343	1949.766846	1787.571777	1909.550781
O60701	UGDH	UDP-glucose 6-dehydrogenase	UGDH_HUMAN	0	1399.670776	1339.21228	1387.486938	1222.578369	1544.736816	1373.284668	1434.741821	1251.71106	1370.265015	1340.743408	1370.182129	1338.558838	1273.314087
O60716	CTNND1	Catenin delta-1	CTND1_HUMAN	0	753.84198	758.6888428	697.7387695	763.9598389	822.4770508	738.6992798	679.5923462	727.8530884	737.7699585	681.522522	706.3803101	743.0672607	687.097229
O60725	ICMT	Protein-S-isoprenylcysteine O-methyltransferase	ICMT_HUMAN	0	500.0989685	460.9568176	571.0256958	433.2333679	432.1231079	233.344574	246.729538	340.4846802	379.9509888	363.5448303	400.256958	399.0966492	439.179657
O60739	EIF1B	Eukaryotic translation initiation factor 1b	EIF1B_HUMAN	0	35.38569641	18.02277184	33.90005493	17.79217911	21.17157745	37.29045105	22.51261711	40.36746597	32.62457275	33.41304779	NaN	38.82564545	25.67115593
O60749	SNX2	Sorting nexin-2	SNX2_HUMAN	0	1182.795776	1165.05896	1203.425415	1123.697266	1009.547424	856.9937134	910.8330078	1121.186157	1187.174438	1048.78418	1090.230225	1206.752075	1119.892822
O60762	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	DPM1_HUMAN	0	2612.898193	2611.585938	2564.190674	1990.259155	1699.588745	2041.726929	1905.039551	2560.000977	2398.19751	2551.565918	2271.731934	2593.971436	2668.550537
O60763	USO1	General vesicular transport factor p115	USO1_HUMAN	0	928.2857056	946.1514893	923.5041504	857.1342773	901.5643921	876.1038208	890.5560913	987.8419189	977.3016357	877.4442749	934.5530396	955.5511475	929.8773804
O60783	MRPS14	"28S ribosomal protein S14, mitochondrial"	RT14_HUMAN	0	81.85108185	57.45360947	NaN	82.47835541	53.71481705	84.79348755	92.49248505	114.9638748	67.27674103	99.88851166	87.13615417	104.0153961	88.14612579
O60784	TOM1	Target of Myb1 membrane trafficking protein	TOM1_HUMAN	0	384.1204529	425.6683044	359.6708679	334.9078064	337.5404663	357.4593201	343.1887512	460.3717346	447.9973145	402.063385	357.4656677	382.4223938	400.5253906
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880	H2BC12;H2BC12L;H2BC5;H2BC4;H2BC18;H2BC9;H2BC15;H2BC14;H2BC13	Histone H2B type 1-K;Histone H2B type F-S;Histone H2B type 1-D;Histone H2B type 1-C/E/F/G/I;Histone H2B type 2-F;Histone H2B type 1-H;Histone H2B type 1-N;Histone H2B type 1-M;Histone H2B type 1-L	H2B1K_HUMAN;H2BFS_HUMAN;H2B1D_HUMAN;H2B1C_HUMAN;H2B2F_HUMAN;H2B1H_HUMAN;H2B1N_HUMAN;H2B1M_HUMAN;H2B1L_HUMAN	0	38793.71484	36145.49609	34249.16016	27158.34766	29551.59375	29127.17578	31608.40039	36166.48438	33596.83984	31190.79492	34689.21094	35206.65625	35555.32813
O60825	PFKFB2	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2"	F262_HUMAN	0	518.1687012	576.6120605	528.7033081	451.3101807	420.835907	370.5617981	342.2596741	463.8660889	451.2617493	431.8828125	483.561554	470.3761597	460.8860168
O60826	CCDC22	Coiled-coil domain-containing protein 22	CCD22_HUMAN	0	502.1448059	498.3459778	500.8485718	520.5256958	518.9265137	480.4521179	431.5992737	494.6659546	488.9604797	478.5261536	471.2431946	498.4237366	466.8995056
O60828	PQBP1	Polyglutamine-binding protein 1	PQBP1_HUMAN	0	1181.005371	1140.649048	1119.603149	1060.64978	1060.604736	752.5139771	895.9061279	912.3723755	872.5949097	901.1146851	969.9389038	984.229187	974.9797974
O60830	TIMM17B	Mitochondrial import inner membrane translocase subunit Tim17-B	TI17B_HUMAN	0	265.2897949	199.8762817	221.7194977	195.4150085	204.4017639	173.562912	217.3386536	152.3758698	178.4793549	165.3527374	179.8388214	158.3837738	173.7457581
O60831	PRAF2	PRA1 family protein 2	PRAF2_HUMAN	0	1353.638062	1576.088745	1340.313354	1731.480835	1686.585938	1494.807129	1395.510376	1043.610718	1148.280762	1017.804932	996.9696655	1157.224487	982.4968262
O60832	DKC1	H/ACA ribonucleoprotein complex subunit DKC1	DKC1_HUMAN	0	678.9929199	606.5737305	662.1377563	625.3866577	624.1939087	580.5245972	567.7428589	548.4793701	564.7872925	598.2717285	550.9349365	625.5955811	626.4411011
O60841	EIF5B	Eukaryotic translation initiation factor 5B	IF2P_HUMAN	0	1089.071533	1085.149902	1045.038696	1017.513062	998.5435791	961.4054565	1039.49939	1071.260864	1023.800232	1041.148315	1017.372253	1047.822388	1113.62439
O60869	EDF1	Endothelial differentiation-related factor 1	EDF1_HUMAN	0	599.6851196	646.6376953	692.923645	558.7297974	779.5455933	635.3357544	718.9448853	647.7912598	610.5531616	623.7692261	579.3331299	520.177063	623.3451538
O60870	KIN	DNA/RNA-binding protein KIN17	KIN17_HUMAN	0	87.11691284	94.19657898	89.6415863	77.22235107	98.20334625	84.52383423	70.6472168	66.69619751	63.22579575	61.63090515	48.0467453	74.26763916	72.75789642
O60879	DIAPH2	Protein diaphanous homolog 2	DIAP2_HUMAN	0	191.9450989	219.8136749	209.8903046	179.7386627	182.4536133	202.3977661	177.1737518	174.8502808	174.2762299	175.695282	182.3934326	183.3694763	191.8065338
O60884	DNAJA2	DnaJ homolog subfamily A member 2	DNJA2_HUMAN	0	795.546936	885.3024292	839.701416	905.7210693	891.2142334	840.8132324	767.3487549	776.4970093	807.2918091	816.3800049	844.4733276	864.3997803	828.1464844
O60885	BRD4	Bromodomain-containing protein 4	BRD4_HUMAN	0	297.5734863	292.3549805	288.4021912	254.3681488	216.3249512	214.2013092	232.1433868	272.6661987	256.3347473	243.7197266	278.9154358	279.1261292	295.2897034
O60888	CUTA	Protein CutA	CUTA_HUMAN	0	2531.169922	2975.857178	2638.97583	2160.450684	1564.135864	3144.430176	3173.504883	4644.139648	4925.813477	3779.801025	3575.334473	2631.899658	2492.430664
O60921	HUS1	Checkpoint protein HUS1	HUS1_HUMAN	0	219.3062286	247.1712341	242.9870148	194.2742157	175.5800171	164.2697906	187.99263	168.1650543	160.1382751	161.4111786	161.4888458	226.0779266	176.9197693
O60925	PFDN1	Prefoldin subunit 1	PFD1_HUMAN	0	2023.301758	1939.893188	1938.452271	1694.427246	1879.054932	1505.254028	1615.103882	1433.653076	1518.608765	1569.524658	1724.662842	1713.633789	1776.859009
O60927	PPP1R11	E3 ubiquitin-protein ligase PPP1R11	PP1RB_HUMAN	0	83.18476105	68.01691437	28.02500343	118.3365479	109.2288818	129.4846649	120.4097519	86.53048706	78.3509903	65.24105835	60.2132225	92.7306366	81.28056335
O60934	NBN	Nibrin	NBN_HUMAN	0	569.9046631	587.6870117	594.8577881	568.5016479	537.4222412	538.1748047	563.3885498	472.4630127	495.4712219	520.0044556	538.1692505	526.0537109	552.8269043
O60936	NOL3	Nucleolar protein 3	NOL3_HUMAN	0	354.5207825	372.3606567	353.1760864	322.1881409	359.5036621	287.9415894	269.7834473	293.7261047	332.5101929	309.9627686	364.023468	337.3585205	358.6036377
O60942	RNGTT	mRNA-capping enzyme	MCE1_HUMAN	0	107.195343	110.8697433	106.6993866	96.45638275	102.1292496	94.55021667	91.18953705	100.3996811	89.5949707	95.75771332	86.2417984	91.50352478	88.19072723
O75027	ABCB7	"Iron-sulfur clusters transporter ABCB7, mitochondrial"	ABCB7_HUMAN	0	634.1641846	562.1271973	531.368103	529.7263184	474.4281921	492.717041	458.2897644	461.9121704	535.0534058	480.2312622	524.0899658	541.1878052	561.4094849
O75030	MITF	Microphthalmia-associated transcription factor	MITF_HUMAN	0	97.80654144	79.56387329	66.88757324	115.5651627	126.0229645	107.8137512	91.99591064	82.05675507	65.94081879	65.66009521	88.15090942	69.55454254	85.73641968
O75044	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	SRGP2_HUMAN	0	163.7609406	136.302536	150.6158752	146.8509521	149.1096344	189.6265869	156.6028442	138.0101624	133.8856964	130.2727509	139.8526917	121.4933472	157.3607941
O75051	PLXNA2	Plexin-A2	PLXA2_HUMAN	0	302.2704468	313.3564758	323.7827148	246.707901	207.6156921	145.3182373	164.8322449	234.5176544	214.8133545	223.0215302	202.6766663	201.1338348	234.5916138
O75054	IGSF3	Immunoglobulin superfamily member 3	IGSF3_HUMAN	0	125.7295532	113.3039551	97.61133575	126.966011	152.0662079	131.7348022	144.2349396	93.86864471	99.46486664	107.0707016	111.3209686	102.1428757	95.91511536
O75083	WDR1	WD repeat-containing protein 1	WDR1_HUMAN	0	7869.506836	7719.660156	8131.364258	7840.208496	7363.83252	8032.532227	8282.995117	7970.075684	8250.209961	8419.517578	7981.597656	7790.569336	7663.658691
O75110	ATP9A	Probable phospholipid-transporting ATPase IIA	ATP9A_HUMAN	0	143.8675842	169.3449402	162.5214539	146.3289948	144.9182434	123.9522781	98.90248108	140.7142181	141.4568481	160.2698822	154.1159973	161.0055695	139.9317627
O75116	ROCK2	Rho-associated protein kinase 2	ROCK2_HUMAN	0	1362.78894	1324.259766	1323.313232	1370.945923	1253.091431	1290.239868	1194.176758	1367.071655	1291.355469	1277.509399	1305.046265	1290.882446	1319.987061
O75122	CLASP2	CLIP-associating protein 2	CLAP2_HUMAN	0	336.4430847	366.4335327	338.2849426	290.2943726	321.2175903	304.2169495	288.3492126	333.6833496	299.6363525	293.8745117	320.981842	317.8261108	300.6035156
O75127	PTCD1	"Pentatricopeptide repeat-containing protein 1, mitochondrial"	PTCD1_HUMAN	0	133.9141998	133.2462616	135.4008789	149.3740845	144.3731537	116.4077682	110.1162796	113.2961426	121.4705353	129.6071472	114.7834396	133.0032349	113.3983154
O75128	COBL	Protein cordon-bleu	COBL_HUMAN	0	404.0783691	406.2202148	398.992157	319.5578308	335.2104492	329.6166382	326.8401489	345.1582642	354.6369629	347.6765747	350.5746765	403.4743958	361.8165894
O75131	CPNE3	Copine-3	CPNE3_HUMAN	0	1341.171387	1228.225952	1315.658203	1264.060547	1093.099731	1160.879517	1147.437378	1166.62561	1246.169678	1249.652344	1184.335693	1162.166626	1220.265015
O75146	HIP1R	Huntingtin-interacting protein 1-related protein	HIP1R_HUMAN	0	223.2577667	217.5497742	175.3916016	159.7759857	149.61586	122.9338303	128.4813538	164.2426758	144.5949707	112.2109909	147.1902008	115.9584351	153.7348633
O75147	OBSL1	Obscurin-like protein 1	OBSL1_HUMAN	0	157.030838	336.8224792	124.1927185	68.45020294	96.14422607	67.29064178	NaN	113.5135803	79.70676422	100.2985992	138.960495	53.05682755	112.5103073
O75150	RNF40	E3 ubiquitin-protein ligase BRE1B	BRE1B_HUMAN	0	409.120575	367.5090637	367.0718689	367.7566223	376.7167358	322.4814758	334.285675	340.7200928	329.3080444	358.8999023	364.0617371	372.9530029	378.2685547
O75151	PHF2	Lysine-specific demethylase PHF2	PHF2_HUMAN	0.000631512	123.5411835	136.1280212	153.0612488	112.0364456	103.3759384	102.5672226	116.5014496	112.7954559	104.4318542	90.72239685	122.4737167	136.1783752	135.5081635
O75152	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	ZC11A_HUMAN	0	585.5237427	571.984375	582.5988159	517.8692627	489.3598938	412.1773682	383.2814636	524.3892822	521.4616089	515.2540894	536.4291992	525.9080811	531.2890625
O75153	CLUH	Clustered mitochondria protein homolog	CLU_HUMAN	0	1066.425537	977.574646	985.6071777	984.2766113	897.112854	881.1688843	873.4940186	967.4962158	1008.7771	935.0817261	964.5393677	1008.292358	983.2537842
O75157	TSC22D2	TSC22 domain family protein 2	T22D2_HUMAN	0	186.2273865	189.8805389	175.0974731	186.3409424	208.0063324	210.8492279	208.6159821	164.1435852	155.1141663	177.9780121	135.6269226	145.9936981	130.2076263
O75165	DNAJC13	DnaJ homolog subfamily C member 13	DJC13_HUMAN	0	426.8852234	433.0090942	427.7602844	364.098053	357.1759949	386.8856812	361.671814	403.7516785	386.4458923	378.2099609	407.8915405	393.7157288	390.4859619
O75167	PHACTR2	Phosphatase and actin regulator 2	PHAR2_HUMAN	0	58.15217209	47.1808548	60.66740036	28.74469566	32.00429916	24.78933716	29.41545486	19.77831459	27.02477646	27.14232063	25.19679451	34.26718903	33.76819992
O75170	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	PP6R2_HUMAN	0.000160565	141.6296082	83.16481018	143.8927155	119.2467804	107.5385971	88.27941132	120.0116043	55.04266739	86.55847168	81.00144196	76.83138275	65.00636292	84.37596893
O75175	CNOT3	CCR4-NOT transcription complex subunit 3	CNOT3_HUMAN	0	756.5062866	717.8898926	779.901123	742.7929077	772.6464844	609.9326782	591.1940918	782.3018188	830.8314209	678.8925171	679.0133057	730.2050781	700.8693237
O75179	ANKRD17	Ankyrin repeat domain-containing protein 17	ANR17_HUMAN	0	296.5769653	306.6091614	271.8616028	282.416687	288.8080139	290.9757385	284.8681946	273.2225952	280.1436157	267.8355408	271.92453	271.9115601	290.9448547
O75182	SIN3B	Paired amphipathic helix protein Sin3b	SIN3B_HUMAN	0	52.19267654	27.48716927	26.66943359	51.03976059	50.9204483	39.46800232	8.260414124	NaN	16.5470314	26.3387928	26.59513855	48.53187943	37.74029541
O75190	DNAJB6	DnaJ homolog subfamily B member 6	DNJB6_HUMAN	0	232.1986694	213.7510834	233.8886871	184.1659546	171.0879364	185.7468414	170.0895386	169.6865692	167.0047913	173.5974274	185.1673431	198.9626007	190.6888123
O75191	XYLB	Xylulose kinase	XYLB_HUMAN	0	118.5725784	97.83502197	108.037262	99.94747162	101.7052002	117.5875397	92.90570831	95.6080246	78.21923065	106.8358078	81.9514389	98.37049103	103.9949341
O75208	COQ9	"Ubiquinone biosynthesis protein COQ9, mitochondrial"	COQ9_HUMAN	0	84.35705566	95.27854919	95.45292664	35.80020905	72.38129425	52.4608345	51.72782135	79.42250061	84.48726654	61.59013748	50.59878922	89.63414001	62.93364334
O75223	GGCT	Gamma-glutamylcyclotransferase	GGCT_HUMAN	0	1137.483643	1177.821655	1168.477173	1141.063354	1144.415161	1158.715576	1097.761475	1028.338989	959.6783447	1003.842224	992.8423462	1029.786987	1063.302246
O75251	NDUFS7	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"	NDUS7_HUMAN	0	252.1531372	227.7789764	198.3541565	261.8447266	195.677948	265.508728	267.9665222	259.4212036	200.6577301	250.2565002	217.4712677	207.0317078	212.9905396
O75306	NDUFS2	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"	NDUS2_HUMAN	0	1478.825684	1459.703979	1486.731323	1171.988037	1114.476196	1073.373047	1120.438965	1373.429199	1407.864624	1295.526123	1363.938721	1288.242676	1414.901367
O75312	ZPR1	Zinc finger protein ZPR1	ZPR1_HUMAN	0	347.9768982	367.7878418	358.039856	352.3144531	372.3985291	407.5346985	357.7213745	329.9757385	344.1978455	329.6676331	356.0464478	339.7198792	314.942627
O75319	DUSP11	RNA/RNP complex-1-interacting phosphatase	DUS11_HUMAN	0	100.9391785	71.08244324	54.03170776	101.881897	112.1481857	74.04256439	81.06718445	88.00749207	45.02579117	46.55827332	105.8896866	58.09305954	50.76360321
O75323	NIPSNAP2	Protein NipSnap homolog 2	NIPS2_HUMAN	0	431.499115	478.6553955	509.5948792	403.3328552	415.2270508	379.6017761	393.2897339	464.9320374	462.250946	506.895874	437.9162598	436.2200317	439.9468079
O75340	PDCD6	Programmed cell death protein 6	PDCD6_HUMAN	0	4009.540283	3929.756348	3689.184326	3414.985107	3510.676758	2878.182617	2928.895996	4086.89624	4174.044434	4208.182617	3741.321533	3596.141113	4011.327637
O75347	TBCA	Tubulin-specific chaperone A	TBCA_HUMAN	0	1470.358398	1379.033447	1363.481567	1719.40271	1899.746094	1684.470337	1817.49292	1428.448853	1365.719116	1423.584595	1454.369995	1521.074707	1432.058594
O75348	ATP6V1G1	V-type proton ATPase subunit G 1	VATG1_HUMAN	0	551.8029175	633.3529053	611.3291016	377.831604	556.1213379	559.6670532	565.1768188	631.9750366	634.8936768	587.1898804	536.211853	541.6142578	510.6633911
O75351	VPS4B	Vacuolar protein sorting-associated protein 4B	VPS4B_HUMAN	0	1304.828369	1330.947144	1260.084961	1088.5177	1204.856567	1279.584473	1197.723267	1386.636475	1335.338623	1225.532471	1394.705078	1248.776367	1101.327026
O75352	MPDU1	Mannose-P-dolichol utilization defect 1 protein	MPU1_HUMAN	0	1549.865967	1381.991699	1352.230347	1083.161377	1401.131348	1354.808228	1316.883667	1340.683716	1479.501465	1497.842041	1481.967041	1630.296631	1451.968872
